tag,text,chunk_file,speaker_age,nationality,ethnicity,gender,year,gold_label,probe_tag,_score_internal
21DX04-1526-23SGCHFZT-2021,the most expensive set because it came with the most variety,COSEM_v5_chunk_1367.txt,23,SG,CH,F,2021,,,0
18IF05-13674-53SGCHM00-2016,Leave the thinking to the 'smart'  people in authority.,COSEM_v5_chunk_823.txt,53,SG,CH,M,2016,,,0
19CF03-16539-28SGCHM00-2018,Wah liao.. 49CHM.. Heart pain... So new yet somany imperfection,COSEM_v5_chunk_916.txt,28,SG,CH,M,2018,,,4
21DC04-353-20SGCHM0B-2020,"Hahahaha, but itll be nice to have cloud storage for convenience",COSEM_v5_chunk_1071.txt,20,SG,CH,M,2020,,,0
17CM02-11334-21SGCHM00-2016,Eh wah kao all ignore my first qs about tmr rag,COSEM_v5_chunk_459.txt,21,SG,CH,M,2016,,,4
19CF09-2521-20SGCHF0E-2017,D/F/CH/20 y u go home today? Not staying Hall meh?,COSEM_v5_chunk_932.txt,20,SG,CH,F,2017,,,4
17CF18-8693-21SGCHF00-2016,‬: Hahaha yea must buy the freaking set damn ex each part like 400m eh‬‬‬‬‬‬‬‬,COSEM_v5_chunk_276.txt,21,SG,CH,F,2016,,,4
21DX01-7123-20SGCHF0M-2019,He wants mom to counsel her and something something education?EDUCATION?,COSEM_v5_chunk_1362.txt,20,SG,CH,F,2019,,,0
17CF24-6316-22SGCHF00-2016,Wah the poster is damn nice!!!!!! Good jobDP!!!!!!!!!,COSEM_v5_chunk_312.txt,22,SG,CH,F,2016,,,4
18CF50-9209-21SGCHM00-2016,Hahhs just had dinner la need time to read,COSEM_v5_chunk_651.txt,21,SG,CH,M,2016,,,0
19CM03-31017-23SGMAMAA-2018,Eh only got 4 seats eh should I sit behind,COSEM_v5_chunk_984.txt,23,SG,MA,M,2018,,,4
18IF05-6883-53SGCHM00-2015,Ever get the feeling that as u grow older u know less and get more confused with the world ?,COSEM_v5_chunk_818.txt,53,SG,CH,M,2015,,,0
21DC20-17020-20SGCHFWN-2019,"Sup mahdoods, most of the seniors are gg emonight tonight at kilo lounge, meet 10pm there, anyone wanna join us?",COSEM_v5_chunk_1185.txt,20,SG,CH,F,2019,,,0
18CF41-3514-22SGCHM00-2017,Wah then like that it will be quite tight for you leh,COSEM_v5_chunk_566.txt,22,SG,CH,M,2017,,,4
17CF24-325-24SGCHM00-2016,Stupid NT bad NT bad timing???? sian can'tgo for closing ceremony got night cycling sobbles,COSEM_v5_chunk_306.txt,24,SG,CH,M,2016,,,5
19CM01-513-23SGCHM0A-2018,"He say “y’all play overlord waterfall also Everyday ride overlord, very difficult meh”",COSEM_v5_chunk_948.txt,23,SG,CH,M,2018,,,4
21DC49-940-21SGINM-2020,was nice to meet u too ML/M/CH/21!! hope it wasnt too boring just watching haha,COSEM_v5_chunk_1322.txt,21,SG,IN,M,2020,,,4
18IF05-1471-53SGMAM00-2014,In general I also Wldnt advise on patenting this day n age....just doesn't make practical business sense unless there a valuation aspect involved With a corporate exit or exercise in mind,COSEM_v5_chunk_814.txt,53,SG,MA,M,2014,,,0
18CF39-11311-20SGCHM00-2016,Daryl dont listen to Zavala/M/MA/31. Imma very good guy. You need help i help you. In destiny lah of cos🌚,COSEM_v5_chunk_545.txt,20,SG,CH,M,2016,,,4
18CF37-4753-21SGCHM00-2014,Walal rly sian to miss drama u guys seemed to have such an awesome time ,COSEM_v5_chunk_520.txt,21,SG,CH,M,2014,,,6
18CF52-19512-52SGCHF00-2017,My poor neighbour upstairs so poor thing,COSEM_v5_chunk_680.txt,52,SG,CH,F,2017,,,0
19SF01-46689-22SGSIFDW-2018,wah sian makes me grateful for my friends,COSEM_v5_chunk_1055.txt,22,SG,SI,F,2018,,,5
17CF22-7656-21SGCHM00-2016,‬: How many extra you got?? I stay east side leh..‬,COSEM_v5_chunk_305.txt,21,SG,CH,M,2016,,,4
21DX13-568-21SGCHFHL-2021,that’s the worst time for ur period to come sia,COSEM_v5_chunk_1384.txt,21,SG,CH,F,2021,,,4
17CM02-1711-19SGCHF00-2016,wah ML/M/CH/21 make me damn sad. i raise a child with love and they love me less once they find out they're adopted,COSEM_v5_chunk_449.txt,19,SG,CH,F,2016,,,4
17CF03-21782-21SGCHF00-2017,Ok I still need to understand you all more ??,COSEM_v5_chunk_27.txt,21,SG,CH,F,2017,,,0
21DX01-1603-58SGCHF0T-2020,"GREAT NEW!! I can collect the 💵💰 in 30 min, @Y/F/CH/26 I will meet u at Toa Payoh after I deposit the CO",COSEM_v5_chunk_1357.txt,58,SG,CH,F,2020,,,4
18CF46-759-23SGCHF00-2017,eh tmr i pick y’all up from D/F/CH/21’s house kkkkkk cos JE traffic gives me anxiety lul,COSEM_v5_chunk_623.txt,23,SG,CH,F,2017,,,4
21DC20-20160-20SGCHF0S-2019,Eh I not sure sia all our forms not v good,COSEM_v5_chunk_1189.txt,20,SG,CH,F,2019,,,5
21DX12-5322-22SGCHMBL-2021,cannot eat two things that start with letter m in one day,COSEM_v5_chunk_1382.txt,22,SG,CH,M,2021,,,0
19SF01-17607-22SGSIFDW-2018,all the best on ur first day of work!!! ☺️💪🏽💖,COSEM_v5_chunk_1026.txt,22,SG,SI,F,2018,,,4
18CF54-18897-19SGCHF00-2015,I cnt think of anything at all sia. But I choose that option la😅😅,COSEM_v5_chunk_702.txt,19,SG,CH,F,2015,,,4
18IF05-9434-53SGCHF00-2015,I was just imagining AS/M/IN/53 now if he had become an actor or poet,COSEM_v5_chunk_820.txt,53,SG,CH,F,2015,,,0
18IF05-13226-53SGINM00-2016,apa lah! finish between now and then lah!,COSEM_v5_chunk_823.txt,53,SG,IN,M,2016,,,4
17CF24-6377-24SGCHM00-2016,Wah popz sia stay vacay?? if you all can free on 6th May,COSEM_v5_chunk_312.txt,24,SG,CH,M,2016,,,4
18CF42-6867-23SGCHF00-2015,thank youuuuu!! 🐨🐨 I had a really great day 🐑,COSEM_v5_chunk_603.txt,23,SG,CH,F,2015,,,4
21DC37-16234-23SGINF0P-2020,i dont want to accidentally go to one of the idiots who signed the petition either,COSEM_v5_chunk_1278.txt,23,SG,IN,F,2020,,,0
17CF12-42477-21SGINM00-2015,Eh no eh fuck burden parking that place damn CB all dog wan,COSEM_v5_chunk_166.txt,21,SG,IN,M,2015,,,4
17CF07-5288-21SGCHF00-2015,Maybe we should kill all those that look a users,COSEM_v5_chunk_54.txt,21,SG,CH,F,2015,,,0
17CF07-180-21SGCHF00-2014,if you have to go sim then id rather you retake,COSEM_v5_chunk_49.txt,21,SG,CH,F,2014,,,0
18CM10-14104-23SGCHM00-2017,Dont later they come down from everywhere,COSEM_v5_chunk_812.txt,23,SG,CH,M,2017,,,0
17CF12-58909-21SGCHM00-2016,The laws that govern the English language,COSEM_v5_chunk_182.txt,21,SG,CH,M,2016,,,0
19SF01-50003-22SGCHFST-2018,My dentist changed my braces to be just plain metal colour HAHAHHA the weird guy has no chance of complimenting my braces liao🤣🤣,COSEM_v5_chunk_1058.txt,22,SG,CH,F,2018,,,4
19SF01-14717-22SGSIFDW-2018,so my japanese and chinese r getting worse day by day,COSEM_v5_chunk_1023.txt,22,SG,SI,F,2018,,,0
18OF02-1647-21SGEUF00-2016,all the. best for this week guys!!! WOOO we shall pull through! Christ is our strength ☺️,COSEM_v5_chunk_871.txt,21,SG,EU,F,2016,,,4
17CF12-33579-21SGCHM00-2015,You will be a pussy and wont take confirm,COSEM_v5_chunk_157.txt,21,SG,CH,M,2015,,,0
21DC40-1706-20SGCHFWY-2020,Do yall get it? Not just the word ‘about’ lah hahaha 😂 she say they not testing english 🙃,COSEM_v5_chunk_1305.txt,20,SG,CH,F,2020,,,4
17CF34-37775-20SGCHF00-2014,Omg tmr posting results out at 8am apparently,COSEM_v5_chunk_398.txt,20,SG,CH,F,2014,,,0
18CF39-2405-25SGMAM00-2016,ya sia appreciate the prompt response everyone 👍🏼,COSEM_v5_chunk_538.txt,25,SG,MA,M,2016,,,4
17IF02-1765-25SGCHM00-2015,But graeme oliver is the best?? Kinda sian he transferred to ntu,COSEM_v5_chunk_493.txt,25,SG,CH,M,2015,,,4
18CF52-19555-53SGCHF00-2017,Yeah JN/F/CH/49 👏👏👏I heard yr house full of flowers n cannot have orchid Liao is it 😉,COSEM_v5_chunk_680.txt,53,SG,CH,F,2017,,,4
17CF12-56113-22SGCHM00-2016,Tmr sian sia golf must squeeze busses with Echo,COSEM_v5_chunk_180.txt,22,SG,CH,M,2016,,,5
18IF05-2678-53SGMAM00-2014,Finished meeting with <name omitted>. It was incredibly useful. Thank you for teeing it up,COSEM_v5_chunk_815.txt,53,SG,MA,M,2014,,,0
18CF39-19891-31SGMAM00-2017,Hope the patrols are not as boring. And the raids are as good as vog,COSEM_v5_chunk_552.txt,31,SG,MA,M,2017,,,4
17CM02-1220-21SGCHM00-2016,And hor i said closest to my type but doesnt mean he my type leh hahaha,COSEM_v5_chunk_449.txt,21,SG,CH,M,2016,,,4
21DC09-1830-34SGCHFJP-2019,We siao liao.. happy thai new year to us!,COSEM_v5_chunk_1094.txt,34,SG,CH,F,2019,,,5
17CF18-7945-23SGCHF00-2016,‬: I study until this morning sia‬‬‬‬‬‬‬‬,COSEM_v5_chunk_275.txt,23,SG,CH,F,2016,,,4
17CF08-16090-22SGCHF00-2016,But boring sia I'm not sure what we can do to entertain ourselves,COSEM_v5_chunk_85.txt,22,SG,CH,F,2016,,,5
18MF02-3953-23SGCHF00-2013,Wah. Also good lah faster finish! At least this time for mbs we don't have to go back like almost everyday like last year csa,COSEM_v5_chunk_836.txt,23,SG,CH,F,2013,,,5
17CF08-2472-22IDCHF00-2014,eh why sia . dont talk my bro like that ah. he how nice.,COSEM_v5_chunk_71.txt,22,ID,CH,F,2014,,,4
21DC21-921-54SGCHFMY-2016,No lah...ask him wish KQ jie jie...then talk nonsense lor,COSEM_v5_chunk_1192.txt,54,SG,CH,F,2016,,,4
21DC27-4130-21SGCHFKC-2020,drive to vivo to tabao and back meh.... this one will sweechoon round 2 liao HAHAH,COSEM_v5_chunk_1208.txt,21,SG,CH,F,2020,,,4
21DC37-13710-23IDXXF0S-2020,conclusion is <name omitted> likes/liked B/F/CH/23,COSEM_v5_chunk_1275.txt,23,ID,XX,F,2020,,,0
21DC53-106-18SGCHM0F-2017,"Rly ahhh 🙃🙃 HAHAHHAHA JK yah too guai alrdy lah I also cannot :"")",COSEM_v5_chunk_1340.txt,18,SG,CH,M,2017,,,4
18CF55-51170-50SGCHF00-2017,Indonesia dun hv one lah. U enjoy the Hari Raya n Friday prayers lah,COSEM_v5_chunk_753.txt,50,SG,CH,F,2017,,,4
18CF50-6786-21SGCHF00-2016,Eh T/M/CH/21 they all here liao @C/M/CH/21 @W/M/CH/21,COSEM_v5_chunk_649.txt,21,SG,CH,F,2016,,,4
17CF18-2337-22SGCHM00-2016,‬: Eh siala I cant find the sunglasses lolol‬‬‬‬‬‬‬‬,COSEM_v5_chunk_270.txt,22,SG,CH,M,2016,,,4
21DC37-18600-23SGINF0P-2020,in the finals for a ridiculous general education mod,COSEM_v5_chunk_1280.txt,23,SG,IN,F,2020,,,0
21DC34-3626-21SGMAFNI-2018,Bt hor tat kne good sia for body sculpting,COSEM_v5_chunk_1252.txt,21,SG,MA,F,2018,,,5
17CF29-3685-22SGCHM00-2016,yah lah but the people u flag with is different lor. Haha,COSEM_v5_chunk_333.txt,22,SG,CH,M,2016,,,4
21DC20-15307-21SGCHMJT-2019,"Swee Choon boys&girls: DT/M/CH/22 Remove name once paid to AC/F/CH/20! $15.35 to AC/F/CH/20, for taxi and Swee Choon",COSEM_v5_chunk_1184.txt,21,SG,CH,M,2019,,,6
18CF38-3351-20SGCHM00-2017,Holy shit where did you learn that from?,COSEM_v5_chunk_533.txt,20,SG,CH,M,2017,,,0
17CF18-5546-23SGCHM00-2016,‬: But you JIAYOU to continue studying leh. According to LL/F/CH/20‬‬‬‬‬‬‬‬,COSEM_v5_chunk_273.txt,23,SG,CH,M,2016,,,4
18CF54-4451-19SGCIM00-2015,MT/M/CH/19s face makes everything boring sia,COSEM_v5_chunk_688.txt,19,SG,CI,M,2015,,,5
21DC03-4865-24SGCHM0B-2018,Haha why leh; I didnt say im treating leh haha,COSEM_v5_chunk_1065.txt,24,SG,CH,M,2018,,,4
21DC21-3444-54SGCHFMY-2019,No lah.    Depends on bet.  Think u need bet $400 to get a million.    🤣🤣🤣,COSEM_v5_chunk_1194.txt,54,SG,CH,F,2019,,,4
18CM08-787-48SGCHM00-2016,Remb you have 8 load on your shoulder lor...💃💃,COSEM_v5_chunk_770.txt,48,SG,CH,M,2016,,,4
18CF52-21324-58SGCHF00-2017,Happy Valentines Beautiful Mommy!!🌹🌹🌹🌹🌹🌹🌹🌹 Being a mother is one of the most highest paid jobs in the world since the payment is PURE LOVE. I just nominated you for the Loveliest & Caring Mom Award. You must send to ten moms and make their day. I'm also waiting. 😘😘😘😘,COSEM_v5_chunk_682.txt,58,SG,CH,F,2017,,,4
18CM09-8648-23SGCHM00-2016,Dude I don't think anyone can make it on mon,COSEM_v5_chunk_788.txt,23,SG,CH,M,2016,,,0
21DC28-3386-21SGCHF00-2019,Idk Leh. But segment was in edm liaoz. That one cannot get back oops.,COSEM_v5_chunk_1215.txt,21,SG,CH,F,2019,,,4
21DC20-14760-21SGCHMXT-2019,That’s means 14 June right. What y’all wanna do? Bowling Trampoline Club Supper (Swee choon) Dinz Drink Idk,COSEM_v5_chunk_1183.txt,21,SG,CH,M,2019,,,5
18MF03-15713-23SGMAF00-2017,Don't expect it to go anywhere if anything you'll make a close friend,COSEM_v5_chunk_859.txt,23,SG,MA,F,2017,,,0
18CF50-15969-22SGCHM00-2017,Wtf so high rank de?! Must be too free le in army hahas,COSEM_v5_chunk_658.txt,22,SG,CH,M,2017,,,0
19CM03-2467-23SGCHMGG-2018,HAPPY BIRTHDAY <name omitted>!!! WEWEWEWEW 🎇🎇🎇 Here’s to you having a great year number 23!! 😂,COSEM_v5_chunk_955.txt,23,SG,CH,M,2018,,,4
19CF01-7078-22SGCHM00-2018,Huh very short meh? Still got 4 months sia,COSEM_v5_chunk_898.txt,22,SG,CH,M,2018,,,6
18CM08-515-48SGCHM00-2016,Sembawang is AN/M/CH/48 n DL/M/CH/46 home ground lor..😊😊,COSEM_v5_chunk_770.txt,48,SG,CH,M,2016,,,4
19SF01-1677-22SGSIFDW-2018,(ya the song isnt my style either but the video!!!!!! screams),COSEM_v5_chunk_1010.txt,22,SG,SI,F,2018,,,4
17CF18-6619-22SGCHM00-2016,‬: but there again with Overwatch nobody play liao LOL‬‬‬‬‬‬‬‬,COSEM_v5_chunk_274.txt,22,SG,CH,M,2016,,,4
17CM05-7774-23SGCHF00-2016,Hmm 10th attendance quite bad but i find one day only very risky eh ðŸ˜… how about both 14th and 15th?,COSEM_v5_chunk_484.txt,23,SG,CH,F,2016,,,5
18CF50-10880-21SGCHF00-2016,R/F/CH/21 suddenly miss you singing the apink song come record abit jebal 😍,COSEM_v5_chunk_653.txt,21,SG,CH,F,2016,,,4
19SF01-24207-22SGINFSM-2018,GOOD JOB!?!!!!!?!?? u r finnaly done wow ❤️💫💛,COSEM_v5_chunk_1032.txt,22,SG,IN,F,2018,,,4
17CF12-79885-21SGCHM00-2016,u should see all the on siao camp ppl sia,COSEM_v5_chunk_203.txt,21,SG,CH,M,2016,,,5
17CF18-4065-20SGCHF00-2016,‬: I cannot one leh I abit then scared alr‬‬‬‬‬‬‬‬,COSEM_v5_chunk_272.txt,20,SG,CH,F,2016,,,4
17CF36-228-23SGCHM00-2016,its kay lol we still have time hahah i think,COSEM_v5_chunk_430.txt,23,SG,CH,M,2016,,,0
18CF39-19430-25SGMAM00-2017,you're suspicious yourself Cayde/M/I/29. or should i say...jaff?,COSEM_v5_chunk_551.txt,25,SG,MA,M,2017,,,0
18CF38-3910-20SGCHM00-2017,Its gonna be damn sian but we sian with u dont worry,COSEM_v5_chunk_534.txt,20,SG,CH,M,2017,,,6
17CF12-85642-21SGCHM00-2016,I love you so much so I can see that you have to no one can is on the my world is not the only way to the get a new phone one song is so good to be a little more than the other hand it to be,COSEM_v5_chunk_209.txt,21,SG,CH,M,2016,,,5
21DC36-1915-23SGCHF0B-2019,unless yall are really bored and wanna move elsewhere which is fine too,COSEM_v5_chunk_1257.txt,23,SG,CH,F,2019,,,0
19CM03-35391-23SGMAMAA-2018,"Is an inquisitive email ‘eh, you’re a shitty human, care to explain why?’ too aggro",COSEM_v5_chunk_988.txt,23,SG,MA,M,2018,,,4
21DC31-6944-20SGCHF0D-2018,if u can tahan academia then uni degree would be good lah but if u cant honestly? just quit,COSEM_v5_chunk_1232.txt,20,SG,CH,F,2018,,,6
17CF10-3989-20SGCHF00-2015,Thanks for coming 😭😭 and good job FT/F/CH/20 and CC/F/CH/20!!,COSEM_v5_chunk_95.txt,20,SG,CH,F,2015,,,4
17CF22-1249-21SGCHM00-2016,‬: Eh I nvr do yet. But like the sabertooth tiger one‬,COSEM_v5_chunk_299.txt,21,SG,CH,M,2016,,,4
17CF22-6902-21SGMAM00-2016,‬: Eh guys when do we get our hometeam card uh?‬,COSEM_v5_chunk_304.txt,21,SG,MA,M,2016,,,4
18CF55-19673-24SGCHM00-2016,JN/M/CH/24 i sent you clips of david mitchell LOL,COSEM_v5_chunk_726.txt,24,SG,CH,M,2016,,,0
19CF03-1205-51SGCHM00-2018,"Aiyo, every year talking the same thing..take it as a pinch of salt lah 😅",COSEM_v5_chunk_901.txt,51,SG,CH,M,2018,,,5
18CF55-12329-24SGCHM00-2015,How should I know? The blood could come from anywhere,COSEM_v5_chunk_720.txt,24,SG,CH,M,2015,,,0
18CF49-510-20SGCHF00-2016,how come i cannot see my preallocated mods ah confirm will have 1 is it,COSEM_v5_chunk_637.txt,20,SG,CH,F,2016,,,0
21DC50-2772-20MYXXF0E-2019,"Sad that A/F/IND/20, D/F/CH/19 and F/F/CH/19 couldn't join us :( next time okay guys!",COSEM_v5_chunk_1326.txt,20,MY,XX,F,2019,,,0
18MF03-4829-23SGMAF00-2017,Haha I cannot tahan lah DJs like that. Like they're kinda lame and kinda rude sometimes,COSEM_v5_chunk_848.txt,23,SG,MA,F,2017,,,5
21DC28-12223-23SGCHF00-2019,"AA, if they say it’s part of the original logo hor, can help me ask them if we can remove the “powered by” as well?",COSEM_v5_chunk_1224.txt,23,SG,CH,F,2019,,,4
19CM03-6030-23SGCHMKL-2018,army life i cfm cannot join uniform side liao la... but at 30y/o i thinking jump to training and doctrine development lor,COSEM_v5_chunk_959.txt,23,SG,CH,M,2018,,,4
18MF02-5341-23SGCHF00-2013,THANKS GUYS for the lunch and cake today!!!!¸ I'm really thankful! Hehe! Love you guys!!˜’ See y'all next week too!,COSEM_v5_chunk_838.txt,23,SG,CH,F,2013,,,4
18CF50-5819-21SGCHM00-2016,Wa someone work from ytd night until today leh 👍🏼,COSEM_v5_chunk_648.txt,21,SG,CH,M,2016,,,4
17CF19-3528-21SGCHF00-2016,I got save leh! I copy over from GW/F/CH/21'message sia,COSEM_v5_chunk_281.txt,21,SG,CH,F,2016,,,4
18CF55-7492-22SGCHF00-2015,Esp the higher parts her tone not consistent,COSEM_v5_chunk_715.txt,22,SG,CH,F,2015,,,0
17CF09-805-20IDCHF00-2015,Yeah most people say so which is like..... Whydoes he do this to himself,COSEM_v5_chunk_89.txt,20,ID,CH,F,2015,,,0
21DX01-1697-26SGCHF0Y-2020,i CAN make it on 20 Feb because it's a saturday,COSEM_v5_chunk_1357.txt,26,SG,CH,F,2020,,,0
17IF02-4143-21SGCHF00-2015,Eh i rly need help to season it. My new one oso v cui,COSEM_v5_chunk_496.txt,21,SG,CH,F,2015,,,5
18CF39-24034-25SGINM00-2017,And kill the normal psion before the projection,COSEM_v5_chunk_556.txt,25,SG,IN,M,2017,,,0
18CM09-7943-23SGCHM00-2016,cause there were a lot of new paddlers last year,COSEM_v5_chunk_788.txt,23,SG,CH,M,2016,,,0
17CF18-3918-22SGCHM00-2016,‬: NS and extension oppsosite directions leh‬‬‬‬‬‬‬‬,COSEM_v5_chunk_271.txt,22,SG,CH,M,2016,,,4
18CF40-2168-23SGCHM00-2017,I have to pick up some stuff from bedok and transport to school,COSEM_v5_chunk_559.txt,23,SG,CH,M,2017,,,0
18CF42-10881-24SGCHF00-2017,I'm travelling during first week of October and I'm trying to apply for job by this month. I guess might be free?,COSEM_v5_chunk_607.txt,24,SG,CH,F,2017,,,0
17CF18-1325-23SGCHM00-2016,‬: Eh later I got CCA sia how go event zz‬‬‬‬‬‬‬‬,COSEM_v5_chunk_269.txt,23,SG,CH,M,2016,,,6
21DC20-14571-20SGCHFGL-2019,awww thank u guys for being such lit freshies y’all really are the best and I rly hope y’all enjoyed camp!! rmb to apply for TH by 5th JUNE 🤪💕 rest well gUYZ :-),COSEM_v5_chunk_1183.txt,20,SG,CH,F,2019,,,4
21DC31-15891-20SGCHF0D-2018,shouldnt that make it easier to type then,COSEM_v5_chunk_1241.txt,20,SG,CH,F,2018,,,0
21DC19-792-20SGCHFFT-2019,okayyy yep confirm plus chop !! JC say they dont rly care they just want ti done so it dont rly matter ot them how its done.... seems like an ez year ahead (:,COSEM_v5_chunk_1152.txt,20,SG,CH,F,2019,,,4
21DC06-659-23SGSIFPW-2020,but please dont tell your parents any of these HAHAHAHA,COSEM_v5_chunk_1090.txt,23,SG,SI,F,2020,,,0
17CF32-316-20SGCHF00-2016,We ytd also ask her about the QM & queue pole i scared a,COSEM_v5_chunk_347.txt,20,SG,CH,F,2016,,,0
21DC20-14550-19‬SGCHFCS-2019,thank you OGLs for organising such a lit camp 🔥 it was great!!‬‬‬‬‬‬‬‬‬‬,COSEM_v5_chunk_1183.txt,,,,,2019,,,4
19SF01-3334-22SGSIFDW-2018,she's just radical and really fond of old movies but shes a wise and nice person,COSEM_v5_chunk_1011.txt,22,SG,SI,F,2018,,,0
18MF03-8743-23SGCHF00-2017,And cheer up baby cheer up baby (ok that's all I know but elkh hate the song),COSEM_v5_chunk_852.txt,23,SG,CH,F,2017,,,4
21DC37-19856-23SGCHF0B-2020,i see they indeed could not keep up with normal size lego,COSEM_v5_chunk_1281.txt,23,SG,CH,F,2020,,,0
21DC35-289-23SGSIFPW-2020,wah sian almost 24 alr still got this kind of bs,COSEM_v5_chunk_1253.txt,23,SG,SI,F,2020,,,5
19SF01-49710-22SGCHFST-2018,wah but timing rly bad eh i almost dozed off towards the end,COSEM_v5_chunk_1058.txt,22,SG,CH,F,2018,,,5
21DC37-23451-23SGCHF0E-2020,she looks so much like <name omitted>’s husband leh!!,COSEM_v5_chunk_1285.txt,23,SG,CH,F,2020,,,4
18CF54-9358-19SGCHF00-2015,Really have been an awesome 2 years. Really thankful that I have managed to meet such great and nice people!! 🙆🙆🙆,COSEM_v5_chunk_693.txt,19,SG,CH,F,2015,,,5
19SF01-47675-22SGSIFDW-2018,omg if i see the utown cats today i'll send u pics,COSEM_v5_chunk_1056.txt,22,SG,SI,F,2018,,,0
18CF42-3285-23SGMAF00-2017,I dont think anything I make can compare to the hottodoggu song 😂😂😂,COSEM_v5_chunk_599.txt,23,SG,MA,F,2017,,,5
18CF43-5480-24SGCHM00-2018,we have entered the realm of cleaning without mirrors,COSEM_v5_chunk_613.txt,24,SG,CH,M,2018,,,0
18CF50-11412-21SGCHF00-2016,Da C/F/CH/21!! Y'all wanna come my house on 31st for countdown? I told my parents and they more than welcome eh 👅👅👅,COSEM_v5_chunk_653.txt,21,SG,CH,F,2016,,,5
17CM01-765-22SGCHM00-2016,I need to receive smth at my grandma's at 10am,COSEM_v5_chunk_447.txt,22,SG,CH,M,2016,,,0
17CF34-56775-21SGCHF00-2012,Umm 8dec at like 3.30-3.45 like that? Tentativ,COSEM_v5_chunk_416.txt,21,SG,CH,F,2012,,,0
21DC13-1743-20SGEUM0B-2017,But a power check is always good. Look at city harvest,COSEM_v5_chunk_1120.txt,20,SG,EU,M,2017,,,4
17CF15-16463-21SGCHF00-2015,You know first intake for women is on the 6th of feb,COSEM_v5_chunk_236.txt,21,SG,CH,F,2015,,,0
21DC28-9124-19SGCHF00-2019,We will need to account for what we spent,COSEM_v5_chunk_1221.txt,19,SG,CH,F,2019,,,0
17CF22-6526-21SGMAM00-2016,‬: SEB/21/CH/M shout through the window eh‬,COSEM_v5_chunk_304.txt,21,SG,MA,M,2016,,,4
21DC20-16528-19‬SGCHFYL-2019,Hahahhahahahahah but it’s a good once in a lifetime experience!!😝😝‬‬‬‬‬‬‬‬‬‬,COSEM_v5_chunk_1185.txt,,,,,2019,,,4
19CF04-1038-50SGCHF00-2018,Dont know leh.. becos they know me..üòÉüòÉ,COSEM_v5_chunk_918.txt,50,SG,CH,F,2018,,,4
18CM09-11230-23SGCHM00-2016,I give you a few years also cannot one la,COSEM_v5_chunk_791.txt,23,SG,CH,M,2016,,,0
21DC35-38-23SGSIFPW-2020,AND FOR SOME REASON IT’s THAT TIKTOK ACOUSTIC SONG THAT’s   STUCK IN MY HEAD,COSEM_v5_chunk_1253.txt,23,SG,SI,F,2020,,,5
21DC11-4202-19SGCHMTF-2018,The club also has a neon sign of dj jesus,COSEM_v5_chunk_1110.txt,19,SG,CH,M,2018,,,0
17CM05-7991-23SGCHM00-2016,Its a song eh haha i think it will take too much effort to write it for an orchestra,COSEM_v5_chunk_484.txt,23,SG,CH,M,2016,,,5
21DC19-16640-21SGINFAR-2020,Nth die die need handover now uh other than VD!!,COSEM_v5_chunk_1168.txt,21,SG,IN,F,2020,,,4
18CF52-7887-21SGCHM00-2016,Toh alr how to do hahahahahahahahahahahahahhahahaa,COSEM_v5_chunk_669.txt,21,SG,CH,M,2016,,,0
17CM02-4104-21SGCHM00-2016,Who's the lady that charmed you eh eh?? ????,COSEM_v5_chunk_451.txt,21,SG,CH,M,2016,,,4
17CF24-481-24SGCHM00-2016,sorry sorry captain but this one damn longago u got send before right?,COSEM_v5_chunk_306.txt,24,SG,CH,M,2016,,,0
21DC36-3497-23SGCHF0B-2019,Alternatively you can tell the other 2 people that there's another car they can sit in if they would rather?,COSEM_v5_chunk_1258.txt,23,SG,CH,F,2019,,,0
19CM03-16898-23SGCHMKL-2018,"so if i got any exams after 15 dec, suay lor. can't rly travel liao",COSEM_v5_chunk_970.txt,23,SG,CH,M,2018,,,4
18MF02-1745-23SGCHF00-2013,I know in the revision lecture slides for the elected president he didnt put much on the CPA like only the veto power that part only leh,COSEM_v5_chunk_834.txt,23,SG,CH,F,2013,,,5
18CM08-11239-48SGCHM00-2017,DL/M/CH/46 bro really can jump and high too lor..😅😅,COSEM_v5_chunk_777.txt,48,SG,CH,M,2017,,,4
21DC31-1493-20SGMAM0A-2018,A day after Dua Lipa I wonder if I'll even have the energy to get out of bed,COSEM_v5_chunk_1227.txt,20,SG,MA,M,2018,,,0
17CF30-1165-20SGCHF00-2013,My class only has 5 girls so if i skip it will bequite obvious haha,COSEM_v5_chunk_337.txt,20,SG,CH,F,2013,,,0
21DC10-377-19SGINMNR-2019,U can take it as a treat or u can pay of u want :),COSEM_v5_chunk_1103.txt,19,SG,IN,M,2019,,,0
21DC18-2512-21SGCHMHW-2020,Wah damn we could have had the whole house to ourselves sia,COSEM_v5_chunk_1151.txt,21,SG,CH,M,2020,,,4
21DC28-7709-21SGCHF00-2019,"Yes <name omitted> wanted wed 2359, but too late liao so Tuesday 2359 ah!! 👍🏻",COSEM_v5_chunk_1219.txt,21,SG,CH,F,2019,,,5
21DC50-3143-19ININF0B-2019,U nt in the grp that was the girls style meh?,COSEM_v5_chunk_1326.txt,19,IN,IN,F,2019,,,4
18CM10-6555-25SGCHM00-2017,I dun think really need to die die stick to gender ratio if the current condition isnt too bad. Like currently only 1 guy rejects mah,COSEM_v5_chunk_805.txt,25,SG,CH,M,2017,,,4
